REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_416701,ccmE,periplasmic heme chaperone,946697,NA,8.380502018,8.325832825,8.372645156,7.558460747,8.537955333,7.935957415,8.170699801,7.731847592,8.126737611,0.100924014,0.778052232,8.094115035,8.159360187,4.047057518,4.079680093,-0.065245152,0.065245152,0.778052232,0.778052232,0.998164659,0.998164659
NP_416373,znuB,zinc ABC transporter permease,946372,"GO:0005886, GO:0016020, GO:0044464, GO:0050896, NA",8.968442499,8.958754156,9.0683723,8.599351281,9.117419178,8.746126169,8.884540081,8.50882263,8.856478537,0.043108957,0.578997385,8.814227014,8.898730059,4.407113507,4.44936503,-0.084503045,0.084503045,0.578997385,0.578997385,0.998164659,0.998164659
NP_415038,allA,"ureidoglycolate lyase, releasing urea",945141,NA,7.675269374,7.829235261,7.663608894,8.061840849,7.518545546,8.057366112,7.733558235,8.116316734,7.831967626,0.045205826,0.752133367,7.856446657,7.807488595,3.928223328,3.903744297,0.048958062,-0.048958062,0.752133367,0.752133367,0.998164659,0.998164659
NP_417973,gadX,acid resistance regulon transcriptional activator; autoactivator,948028,"GO:0001071, GO:0003676, GO:0003677, GO:0003700, GO:0003824, GO:0005488, GO:0006139, GO:0006351, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0044238, GO:0050789, GO:0065007",8.569196513,8.521637576,8.6038932,8.676991711,8.380814678,8.773099714,8.8166035,8.701555826,8.63047409,0.021779092,0.490044743,8.66801843,8.59292975,4.334009215,4.296464875,0.07508868,-0.07508868,0.490044743,0.490044743,0.998164659,0.998164659
NP_414736,proS,prolyl-tRNA synthetase,949116,"GO:0003676, GO:0003723, GO:0003824, GO:0004812, GO:0005488, GO:0006139, GO:0006399, GO:0006412, GO:0006418, GO:0006520, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016874, GO:0019538, GO:0044238",9.01892193,9.074501315,9.104623545,8.969773471,9.003758355,9.102320467,9.10404697,9.169478999,9.068428132,0.010138592,0.476049752,9.094901198,9.041955065,4.547450599,4.520977533,0.052946132,-0.052946132,0.476049752,0.476049752,0.998164659,0.998164659
NP_417385,ygfB,UPF0149 family protein,947400,NA,9.056640564,9.052488534,9.004366206,8.869306223,8.931398309,9.108971702,9.168057199,9.079491549,9.033840036,0.013322571,0.374373924,9.07197969,8.995700382,4.535989845,4.497850191,0.076279308,-0.076279308,0.374373924,0.374373924,0.998164659,0.998164659
NP_416681,rtn,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",946695,NA,7.561681388,7.567314127,7.639740004,7.419585958,7.537443007,7.615633886,7.343037744,6.654103499,7.417317452,0.074005171,0.21022529,7.287554534,7.547080369,3.643777267,3.773540185,-0.259525835,0.259525835,0.21022529,0.21022529,0.998164659,0.998164659
NP_417272,yqcC,DUF446 family protein,946027,GO:0009987,8.199897931,8.276091741,8.218993009,9.129115847,8.080400941,8.697869224,8.433624914,8.655342669,8.461417035,0.101397085,0.962843213,8.466809437,8.456024632,4.233404718,4.228012316,0.010784805,-0.010784805,0.962843213,0.962843213,0.998164659,0.998164659
NP_418685,idnR,"transcriptional repressor, 5-gluconate-binding",949058,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070",8.980166603,9.100030095,8.923762592,9.144950615,8.997559049,9.106648783,8.979898536,9.01224565,9.03065774,0.011977125,0.868926963,9.024088005,9.037227476,4.512044002,4.518613738,-0.013139472,0.013139472,0.868926963,0.868926963,0.998164659,0.998164659
NP_415517,torA,"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit",946267,"GO:0003824, GO:0005488, GO:0008152, GO:0016491",8.646640131,8.809984635,8.71598633,8.741732597,8.760598089,8.728309603,8.662868211,8.752682635,8.727350279,0.009565326,0.972273567,8.726114634,8.728585923,4.363057317,4.364292962,-0.002471289,0.002471289,0.972273567,0.972273567,0.998164659,0.998164659
NP_415076,ybcK,DLP12 prophage; putative recombinase,945166,,9.543022804,9.549350312,9.439370002,9.191774774,9.30696671,9.299676767,9.513455871,9.205536202,9.38114418,0.022321119,0.370984004,9.331408887,9.430879473,4.665704444,4.715439736,-0.099470585,0.099470585,0.370984004,0.370984004,0.998164659,0.998164659
NP_418498,nrfE,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE",948579,NA,7.506878476,7.434626221,7.41034277,7.403236998,7.496745502,7.424176954,7.360146164,7.334357855,7.421313868,0.009891377,0.631455776,7.403856619,7.438771116,3.701928309,3.719385558,-0.034914497,0.034914497,0.631455776,0.631455776,0.998164659,0.998164659
NP_417363,ygfT,"putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit",949018,"GO:0003824, GO:0005622, GO:0005737, GO:0008152, GO:0016491, GO:0044464",9.147836279,9.062107961,9.175559624,8.716075985,9.171256072,8.903894062,9.013659366,8.568898726,8.969911009,0.044022682,0.473567491,8.914427057,9.025394962,4.457213528,4.512697481,-0.110967905,0.110967905,0.473567491,0.473567491,0.998164659,0.998164659
YP_026258,yifK,putative APC family amino acid transporter,945400,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.317465922,8.303096063,8.225872205,8.741137856,8.125943222,8.487652983,8.559128218,8.805388316,8.445710598,0.051761568,0.558905228,8.494528185,8.396893011,4.247264092,4.198446506,0.097635173,-0.097635173,0.558905228,0.558905228,0.998164659,0.998164659
YP_026219,rtcA,RNA 3'-terminal phosphate cyclase,2847707,"GO:0003676, GO:0003723, GO:0003824, GO:0005488, GO:0008152, GO:0016874",10.21307476,9.992479702,10.17594526,8.882562721,10.30513539,9.40716319,9.972494675,9.095092257,9.755493494,0.238550516,0.73403356,9.694971378,9.81601561,4.847485689,4.908007805,-0.121044232,0.121044232,0.73403356,0.73403356,0.998164659,0.998164659
NP_417086,bamD,BamABCDE complex OM biogenesis lipoprotein,947086,NA,8.744035622,8.623924386,8.673444936,8.781253137,8.571351465,8.766153639,8.755801204,8.920135214,8.72951245,0.015833075,0.604903209,8.753360381,8.70566452,4.37668019,4.35283226,0.04769586,-0.04769586,0.604903209,0.604903209,0.998164659,0.998164659
NP_416245,cedA,cell division modulator,946235,,9.883420183,9.767999016,9.898349308,9.394792068,9.945504703,9.454447278,9.820277782,9.603996523,9.721098358,0.041775794,0.83974122,9.706056571,9.736140144,4.853028286,4.868070072,-0.030083572,0.030083572,0.83974122,0.83974122,0.998164659,0.998164659
NP_415841,ycjG,L-Ala-D/L-Glu epimerase,946013,"GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016853, GO:0016854",7.96873427,8.025198172,7.975116955,8.029366905,8.03119037,7.905937308,7.844985949,7.853051545,7.954197684,0.010197035,0.235298337,7.908791293,7.999604075,3.954395647,3.999802038,-0.090812782,0.090812782,0.235298337,0.235298337,0.998164659,0.998164659
YP_026253,wecB,UDP-N-acetyl glucosamine-2-epimerase,944789,"GO:0003676, GO:0003677, GO:0003700, GO:0003824, GO:0005488, GO:0005975, GO:0005996, GO:0006109, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0008152, GO:0016301, GO:0016740, GO:0016853, GO:0016854, GO:0019200, GO:0044238, GO:0001071, GO:0016070, GO:0019219, GO:0050789, GO:0065007",8.357611945,8.152543721,8.304507713,8.055526877,8.223468204,8.151231668,8.30612522,7.961619327,8.189079334,0.020991188,0.591912468,8.160611105,8.217547564,4.080305552,4.108773782,-0.056936459,0.056936459,0.591912468,0.591912468,0.998164659,0.998164659
NP_416709,napG,ferredoxin-type protein,945544,"GO:0005886, GO:0016020, GO:0044464",8.281458002,8.326021752,8.352500314,8.220926959,8.454852245,8.333515995,8.302286633,8.308148164,8.322463758,0.01019381,0.46496879,8.349700759,8.295226757,4.17485038,4.147613378,0.054474003,-0.054474003,0.46496879,0.46496879,0.998164659,0.998164659
NP_417675,mtgA,biosynthetic peptidoglycan transglycosylase,947728,"GO:0003824, GO:0005886, GO:0005975, GO:0005976, GO:0008152, GO:0016740, GO:0016757, GO:0044238, GO:0016020, GO:0044464",9.034759917,9.09340009,9.081731257,8.591314512,9.256084727,8.827552905,9.01102955,8.584543897,8.935052107,0.053594215,0.856330721,8.91980277,8.950301444,4.459901385,4.475150722,-0.030498674,0.030498674,0.856330721,0.856330721,0.998164659,0.998164659
NP_417010,ispG,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,946991,"GO:0003824, GO:0006629, GO:0006644, GO:0006796, GO:0008152, GO:0009058, GO:0009987, GO:0016491, GO:0044238",9.12640234,9.302696929,9.120598006,9.15207751,9.066048807,9.250410338,9.224675845,9.118881723,9.170223937,0.012380787,0.897360097,9.165004178,9.175443696,4.582502089,4.587721848,-0.010439518,0.010439518,0.897360097,0.897360097,0.998164659,0.998164659
NP_418504,mdtP,outer membrane factor of efflux pump,948583,NA,8.82145963,8.889773269,8.824177612,8.803103026,8.643845475,8.914397152,8.743112885,8.846695327,8.810820547,0.012558842,0.562734016,8.78701271,8.834628384,4.393506355,4.417314192,-0.047615675,0.047615675,0.562734016,0.562734016,0.998164659,0.998164659
NP_418782,dnaT,DNA biosynthesis protein (primosomal protein I),948813,,8.972857994,9.015510494,8.85489786,9.581453803,8.907616661,9.395438826,9.119058787,9.583253446,9.178760984,0.071974905,0.463731172,9.25134193,9.106180038,4.625670965,4.553090019,0.145161892,-0.145161892,0.463731172,0.463731172,0.998164659,0.998164659
NP_418790,rimI,ribosomal-protein-S18-alanine N-acetyltransferase,948894,"GO:0003824, GO:0005622, GO:0006464, GO:0006473, GO:0008152, GO:0009987, GO:0016407, GO:0016740, GO:0016746, GO:0019538, GO:0032991, GO:0043234, GO:0044238, GO:0044464",8.925195867,9.070001962,8.951696519,9.2310302,8.86400638,9.135476324,8.987332435,9.223711791,9.048556435,0.022301238,0.940163099,9.052631733,9.044481137,4.526315866,4.522240569,0.008150595,-0.008150595,0.940163099,0.940163099,0.998164659,0.998164659
NP_416010,gadB,"glutamate decarboxylase B, PLP-dependent",946058,"GO:0003824, GO:0006520, GO:0008152, GO:0016829, GO:0016831, GO:0044238",6.886996058,6.997672473,6.814706836,6.060920043,7.065174285,6.331506436,6.803091889,5.953007057,6.614134385,0.149284435,0.591813178,6.538194917,6.690073853,3.269097458,3.345036926,-0.151878936,0.151878936,0.591813178,0.591813178,0.998164659,0.998164659
NP_417574,yhaH,DUF805 family inner membrane protein,947617,NA,8.421956785,8.4086183,8.571639785,7.987816541,8.362903498,8.093528811,8.244343837,7.881043373,8.246481366,0.042766381,0.200359823,8.14545488,8.347507853,4.07272744,4.173753926,-0.202052973,0.202052973,0.200359823,0.200359823,0.998164659,0.998164659
NP_415182,djlC,J domain-containing HscC co-chaperone; Hsc56,945253,,9.338957009,9.31560084,9.353271169,9.109928185,9.211607173,9.245780522,9.373133889,8.896022044,9.230537604,0.025413773,0.408121799,9.181635907,9.279439301,4.590817953,4.63971965,-0.097803394,0.097803394,0.408121799,0.408121799,0.998164659,0.998164659
NP_417555,rlmG,"23S rRNA m(2)G1835 methyltransferase, SAM-dependent",947589,"GO:0003676, GO:0003824, GO:0005488, GO:0006139, GO:0006259, GO:0006464, GO:0006479, GO:0008152, GO:0008168, GO:0008173, GO:0009008, GO:0016070, GO:0016072, GO:0016740, GO:0019538, GO:0044238",8.987665369,8.739068164,8.718923204,9.539021809,8.618025459,8.933204967,8.801325487,8.98008308,8.914664692,0.064759337,0.388586194,8.833159748,8.996169637,4.416579874,4.498084818,-0.163009888,0.163009888,0.388586194,0.388586194,0.998164659,0.998164659
NP_415117,fes,enterobactin/ferrienterobactin esterase,945181,"GO:0003824, GO:0005488, GO:0005509, GO:0005975, GO:0006810, GO:0006811, GO:0006812, GO:0008152, GO:0009987, GO:0016787, GO:0016788, GO:0044238, GO:0051179",8.753597728,8.670650356,8.776440638,9.039116345,8.509407018,8.988276472,9.011192268,9.273480398,8.877770153,0.049601217,0.411423654,8.945589039,8.809951267,4.47279452,4.404975633,0.135637772,-0.135637772,0.411423654,0.411423654,0.998164659,0.998164659
NP_417587,tdcB,"L-threonine dehydratase, catabolic",947633,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0006520, GO:0006807, GO:0008152, GO:0009056, GO:0009063, GO:0009987, GO:0016829, GO:0044238, GO:0044464",9.582739013,9.364675379,9.404171703,9.277240931,9.217731482,9.755250179,9.612643793,9.613083308,9.478441974,0.030706059,0.279838861,9.549677191,9.407206757,4.774838595,4.703603378,0.142470434,-0.142470434,0.279838861,0.279838861,0.998164659,0.998164659
NP_415046,ybbY,putative uracil/xanthine transporter,945131,"GO:0005215, GO:0006139, GO:0006144, GO:0006810, GO:0008152, GO:0015931, GO:0022857, GO:0044238, GO:0051179",8.743673103,8.538162365,8.558456914,8.490923856,8.585757081,8.664664093,8.543616683,8.499871785,8.578140735,0.013130877,0.910887665,8.573477411,8.58280406,4.286738705,4.29140203,-0.009326649,0.009326649,0.910887665,0.910887665,0.998164659,0.998164659
NP_415108,pheP,phenylalanine transporter,945199,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.428009086,8.281394381,8.584464758,7.456270258,8.765091272,8.050557088,7.890321801,7.857225692,8.164166792,0.151746281,0.869020178,8.140798963,8.187534621,4.070399482,4.09376731,-0.046735658,0.046735658,0.869020178,0.869020178,0.998164659,0.998164659
NP_414727,accA,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",944895,"GO:0003824, GO:0006520, GO:0006629, GO:0006631, GO:0006633, GO:0008152, GO:0009063, GO:0016874, GO:0044238",8.703823642,8.771533124,8.641235739,8.959203999,8.557382554,9.04731399,8.759941152,9.238427335,8.834857692,0.044035409,0.397457472,8.900766258,8.768949126,4.450383129,4.384474563,0.131817132,-0.131817132,0.397457472,0.397457472,0.998164659,0.998164659
NP_417181,mltB,membrane-bound lytic murein transglycosylase B,947184,NA,9.280937668,9.31205353,9.343676251,9.047149711,9.397581583,9.399031048,9.230522565,9.250024683,9.28262213,0.016256718,0.436955569,9.31928997,9.24595429,4.659644985,4.622977145,0.07333568,-0.07333568,0.436955569,0.436955569,0.998164659,0.998164659
NP_416923,murQ,N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase,946893,NA,8.893545817,8.923200327,8.915859809,8.787250414,8.731640799,8.893709433,8.904824234,8.707280591,8.844663928,0.01234748,0.392293529,8.809363764,8.879964092,4.404681882,4.439982046,-0.070600328,0.070600328,0.392293529,0.392293529,0.998164659,0.998164659
NP_416935,eutC,"ethanolamine ammonia-lyase, small subunit (light chain)",946925,"GO:0005488, GO:0005622, GO:0032991, GO:0043234, GO:0044464",9.043269176,8.960865825,8.987034468,8.741651807,8.947940808,8.999856393,9.096723912,8.877129925,8.956809039,0.016064196,0.611101041,8.98041276,8.933205319,4.49020638,4.466602659,0.047207441,-0.047207441,0.611101041,0.611101041,0.998164659,0.998164659
NP_417548,ebgC,"evolved beta-D-galactosidase, beta subunit; cupin superfamily",947581,NA,9.304921309,9.31593182,9.296387727,9.015970935,9.523042182,8.906619965,9.263978619,8.727227796,9.169260044,0.05683637,0.466794342,9.10521714,9.233302948,4.55260857,4.616651474,-0.128085807,0.128085807,0.466794342,0.466794342,0.998164659,0.998164659
NP_416858,yfdN,CPS-53 (KpLE1) prophage; uncharacterized protein,946419,,9.02343407,9.225706478,9.086520799,8.552507331,8.930765304,9.060010352,9.085829497,9.014737186,8.997438877,0.037373145,0.718803675,9.022835585,8.972042169,4.511417792,4.486021085,0.050793416,-0.050793416,0.718803675,0.718803675,0.998164659,0.998164659
NP_418435,yjaA,stress-induced protein,948515,,7.56204835,7.783407778,7.421840831,8.231245019,7.304329159,8.043604927,7.962883124,8.28873154,7.824761341,0.108024239,0.534078583,7.899887187,7.749635494,3.949943594,3.874817747,0.150251693,-0.150251693,0.534078583,0.534078583,0.998164659,0.998164659
NP_417368,recJ,"ssDNA exonuclease, 5' --> 3'-specific",947367,NA,8.397350866,8.436859435,8.518649193,7.84783629,8.620349841,8.18527149,8.174100097,7.736595167,8.239626547,0.081907048,0.564328788,8.179079149,8.300173946,4.089539574,4.150086973,-0.121094797,0.121094797,0.564328788,0.564328788,0.998164659,0.998164659
NP_416541,wzxB,putative polisoprenol-linked O-antigen transporter,946557,,6.92046569,6.69124161,6.763059216,7.702883996,6.705462625,7.235490071,7.191934088,7.532654187,7.092898935,0.118698726,0.56119887,7.166385243,7.019412628,3.583192621,3.509706314,0.146972615,-0.146972615,0.56119887,0.56119887,0.998164659,0.998164659
NP_416641,yohF,putative oxidoreductase,949126,"GO:0003824, GO:0006629, GO:0008152, GO:0008202, GO:0016491, GO:0044238",8.148938444,8.305026223,8.439976258,9.05405665,8.455045013,8.71069702,8.431129227,9.345375169,8.611280501,0.12010413,0.336909543,8.735561607,8.486999394,4.367780804,4.243499697,0.248562213,-0.248562213,0.336909543,0.336909543,0.998164659,0.998164659
NP_417460,yghT,putative ATP-binding protein,947477,,8.884840548,8.922402248,8.854640596,8.811945551,8.806053051,8.855207742,8.889525323,8.571150363,8.824470678,0.014999657,0.336220443,8.78048412,8.868457236,4.39024206,4.434228618,-0.087973116,0.087973116,0.336220443,0.336220443,0.998164659,0.998164659
NP_417357,xdhD,"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding",949079,NA,8.62760412,8.934739741,8.732353092,9.620189488,8.76656064,9.532651366,9.022615838,9.457281504,9.086749474,0.117711001,0.396324291,9.194777337,8.97872161,4.597388668,4.489360805,0.216055727,-0.216055727,0.396324291,0.396324291,0.998164659,0.998164659
NP_415210,fldA,flavodoxin 1,945293,NA,7.544799118,7.668624771,7.803519977,8.292339208,7.589347095,8.076866144,7.763488683,8.50882263,7.905975953,0.097365122,0.493924115,7.984631138,7.827320768,3.992315569,3.913660384,0.15731037,-0.15731037,0.493924115,0.493924115,0.998164659,0.998164659
NP_416021,ydeS,putative fimbrial-like adhesin protein,946047,NA,9.471214879,9.565388427,9.449284774,9.262852363,9.518616323,9.458768411,9.212597545,9.133583012,9.384038217,0.024342743,0.360468411,9.330891323,9.437185111,4.665445661,4.718592555,-0.106293788,0.106293788,0.360468411,0.360468411,0.998164659,0.998164659
NP_417993,bcsE,cellulose production protein,948050,,8.518192312,8.497477681,8.605744733,8.687638342,8.443832765,8.607373897,8.677347532,8.726984638,8.595573988,0.015012672,0.682435725,8.613884708,8.577263267,4.306942354,4.288631634,0.036621441,-0.036621441,0.682435725,0.682435725,0.998164659,0.998164659
NP_415584,rimJ,ribosomal-protein-S5-alanine N-acetyltransferase,946910,NA,8.840195591,8.93673309,8.859431368,9.38093799,8.644943815,9.161300465,9.01416268,9.218635383,9.007042548,0.05114792,0.973624442,9.009760586,9.00432451,4.504880293,4.502162255,0.005436076,-0.005436076,0.973624442,0.973624442,0.998164659,0.998164659
NP_416070,cspI,Qin prophage; cold shock protein,946099,,8.552530488,8.663864654,8.516540501,9.523035056,8.295993736,9.028531898,8.782715495,9.416963321,8.847521894,0.156527662,0.815927655,8.881051113,8.813992675,4.440525556,4.406996337,0.067058438,-0.067058438,0.815927655,0.815927655,0.998164659,0.998164659
NP_416057,ydfG,NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase,946085,"GO:0003824, GO:0006629, GO:0008152, GO:0008202, GO:0016491, GO:0044238",8.618041045,8.530114462,8.449187695,8.700182552,8.435119269,8.613890096,8.553491568,8.702333162,8.575294981,0.015510874,0.983899881,8.576208524,8.574381439,4.288104262,4.287190719,0.001827085,-0.001827085,0.983899881,0.983899881,0.998164659,0.998164659
